odhf_facility_type,latitude,longitude,facility_category
Ambulatory health care services,43.66546488,-79.48166312,Mental Health & Rehabilitation
Nursing and residential care facilities,48.42902176,-89.24535107,Mental Health & Rehabilitation
Ambulatory health care services,43.68896429,-79.49550922,Community & Primary Care
Nursing and residential care facilities,44.10639945,-77.56149694,Long-Term & Chronic Care
Ambulatory health care services,49.41487164,-82.41931451,Specialized Care & Support Services
Nursing and residential care facilities,45.51561708,-75.40637035,Specialized Care & Support Services
Nursing and residential care facilities,43.78816171,-79.4075617,Long-Term & Chronic Care
Nursing and residential care facilities,45.27423822,-75.96233511,Mental Health & Rehabilitation
Nursing and residential care facilities,43.67423139,-79.38791859,Specialized Care & Support Services
Ambulatory health care services,43.67068498,-79.45483721,Specialized Care & Support Services
Nursing and residential care facilities,42.923935,-80.765673,Specialized Care & Support Services
Ambulatory health care services,43.13997205,-80.26754162,Mental Health & Rehabilitation
Nursing and residential care facilities,42.94410837,-81.2242039,Long-Term & Chronic Care
Nursing and residential care facilities,43.1895365,-79.54142639,Long-Term & Chronic Care
Nursing and residential care facilities,43.73160489,-79.61744587,Long-Term & Chronic Care
Ambulatory health care services,42.85626649,-80.49705007,Community & Primary Care
Nursing and residential care facilities,42.8420406,-80.4905752,Long-Term & Chronic Care
Nursing and residential care facilities,43.89114592,-79.43936142,Specialized Care & Support Services
Nursing and residential care facilities,43.44530143,-79.73083328,Specialized Care & Support Services
Nursing and residential care facilities,43.77540511,-79.4141526,Specialized Care & Support Services
Nursing and residential care facilities,43.66125518,-79.51006583,Specialized Care & Support Services
Nursing and residential care facilities,43.7246323,-79.32618287,Specialized Care & Support Services
Nursing and residential care facilities,42.84253499,-80.49026886,Specialized Care & Support Services
Nursing and residential care facilities,43.54089651,-80.54914374,Long-Term & Chronic Care
Nursing and residential care facilities,42.31615767,-83.05106551,Specialized Care & Support Services
Ambulatory health care services,48.35423355,-89.26127296,Community & Primary Care
Nursing and residential care facilities,42.31336527,-83.0216454,Specialized Care & Support Services
Nursing and residential care facilities,43.62949697,-79.56513824,Long-Term & Chronic Care
Nursing and residential care facilities,43.13282023,-80.73030776,Mental Health & Rehabilitation
Ambulatory health care services,43.7286232,-79.34204848,Community & Primary Care
Nursing and residential care facilities,43.734248,-79.34066228,Specialized Care & Support Services
Nursing and residential care facilities,43.39183449,-80.4390437,Specialized Care & Support Services
Nursing and residential care facilities,42.98070929,-81.05340845,Specialized Care & Support Services
Ambulatory health care services,43.44193983,-79.69414926,Community & Primary Care
Nursing and residential care facilities,44.09139007,-79.13045064,Specialized Care & Support Services
Nursing and residential care facilities,42.97774267,-79.24618498,Long-Term & Chronic Care
Nursing and residential care facilities,42.78788949,-80.20786437,Long-Term & Chronic Care
Nursing and residential care facilities,43.63691448,-79.4389914,Specialized Care & Support Services
Nursing and residential care facilities,43.7511842,-79.48559573,Long-Term & Chronic Care
Nursing and residential care facilities,44.26304971,-79.06649504,Specialized Care & Support Services
Ambulatory health care services,43.9212788,-80.09932514,Community & Primary Care
Nursing and residential care facilities,44.07675832,-80.20035498,Long-Term & Chronic Care
Nursing and residential care facilities,43.53418102,-80.23594704,Mental Health & Rehabilitation
Nursing and residential care facilities,45.08860351,-75.3555682,Long-Term & Chronic Care
Nursing and residential care facilities,43.26507159,-79.95304373,Specialized Care & Support Services
Nursing and residential care facilities,43.25642639,-79.8639432,Long-Term & Chronic Care
Ambulatory health care services,43.86928605,-78.84479043,Community & Primary Care
Ambulatory health care services,43.88199115,-78.91455045,Mental Health & Rehabilitation
Ambulatory health care services,43.89862715,-78.94031826,Community & Primary Care
Nursing and residential care facilities,44.19803357,-77.39029009,Long-Term & Chronic Care
Nursing and residential care facilities,44.04894845,-79.46340434,Long-Term & Chronic Care
Ambulatory health care services,50.63824344,-93.23724339,Community & Primary Care
Nursing and residential care facilities,43.02686099,-81.21868721,Long-Term & Chronic Care
Ambulatory health care services,43.66630519,-79.31630836,Specialized Care & Support Services
Ambulatory health care services,43.76296761,-79.29523607,Community & Primary Care
Ambulatory health care services,43.78179447,-80.07795862,Community & Primary Care
Ambulatory health care services,43.68158869,-79.33065757,Mental Health & Rehabilitation
Ambulatory health care services,45.02917463,-74.73640869,Community & Primary Care
Ambulatory health care services,45.48022467,-75.50899988,Community & Primary Care
Nursing and residential care facilities,46.0786957,-79.3588835,Long-Term & Chronic Care
Nursing and residential care facilities,43.64760318,-79.56046144,Long-Term & Chronic Care
Nursing and residential care facilities,43.65637419,-79.39509179,Mental Health & Rehabilitation
Nursing and residential care facilities,43.58078794,-80.16785633,Long-Term & Chronic Care
Nursing and residential care facilities,44.16443676,-77.38830509,Specialized Care & Support Services
Nursing and residential care facilities,42.41149633,-82.17726115,Specialized Care & Support Services
Nursing and residential care facilities,42.90614674,-79.625957,Long-Term & Chronic Care
Nursing and residential care facilities,43.77551412,-79.18320493,Long-Term & Chronic Care
Nursing and residential care facilities,43.98629914,-77.23025702,Specialized Care & Support Services
Nursing and residential care facilities,44.31058562,-81.09967099,Specialized Care & Support Services
Nursing and residential care facilities,42.76901044,-81.23754879,Long-Term & Chronic Care
Nursing and residential care facilities,43.90172983,-79.44169122,Long-Term & Chronic Care
Nursing and residential care facilities,43.64126548,-79.53888573,Specialized Care & Support Services
Nursing and residential care facilities,46.6119611,-81.02674901,Long-Term & Chronic Care
Ambulatory health care services,46.38582667,-82.64942541,Community & Primary Care
Nursing and residential care facilities,43.64031588,-79.4307008,Long-Term & Chronic Care
Nursing and residential care facilities,42.96948268,-81.26521352,Long-Term & Chronic Care
Nursing and residential care facilities,45.38364335,-75.73827195,Specialized Care & Support Services
Nursing and residential care facilities,43.0900705,-79.09116624,Specialized Care & Support Services
Ambulatory health care services,43.69098659,-79.47236762,Community & Primary Care
Nursing and residential care facilities,45.40108045,-75.67543973,Mental Health & Rehabilitation
Nursing and residential care facilities,43.96081849,-78.27960676,Specialized Care & Support Services
Nursing and residential care facilities,46.31255503,-79.46375766,Specialized Care & Support Services
Nursing and residential care facilities,44.30332275,-78.3192937,Specialized Care & Support Services
Ambulatory health care services,44.61868065,-79.42805209,Mental Health & Rehabilitation
Ambulatory health care services,47.82268675,-79.87926567,Community & Primary Care
Ambulatory health care services,45.44476036,-75.63723032,Community & Primary Care
Nursing and residential care facilities,43.53474615,-79.66736096,Long-Term & Chronic Care
Nursing and residential care facilities,44.55940799,-80.45518861,Specialized Care & Support Services
Ambulatory health care services,46.2500864,-81.78323771,Community & Primary Care
Nursing and residential care facilities,43.69601307,-79.79769042,Specialized Care & Support Services
Ambulatory health care services,43.64655638,-79.56056694,Community & Primary Care
Nursing and residential care facilities,43.62017967,-79.50327902,Specialized Care & Support Services
Nursing and residential care facilities,43.59259706,-79.67056277,Specialized Care & Support Services
Nursing and residential care facilities,43.34653763,-81.47441712,Long-Term & Chronic Care
Nursing and residential care facilities,43.79341251,-79.3906724,Long-Term & Chronic Care
Nursing and residential care facilities,43.65536347,-79.7356338,Long-Term & Chronic Care
Nursing and residential care facilities,43.9837753,-78.17209322,Long-Term & Chronic Care
Nursing and residential care facilities,46.50713379,-80.93753367,Long-Term & Chronic Care
Nursing and residential care facilities,43.74686311,-79.20313123,Long-Term & Chronic Care
Nursing and residential care facilities,45.051712,-78.502471,Long-Term & Chronic Care
Nursing and residential care facilities,43.64922616,-79.94812796,Long-Term & Chronic Care
Nursing and residential care facilities,43.23730029,-79.92136612,Long-Term & Chronic Care
Nursing and residential care facilities,49.41769224,-82.41017831,Long-Term & Chronic Care
Nursing and residential care facilities,44.36383334,-78.72369584,Long-Term & Chronic Care
Nursing and residential care facilities,44.23934601,-76.53531092,Long-Term & Chronic Care
Nursing and residential care facilities,48.15597609,-80.02268375,Long-Term & Chronic Care
Nursing and residential care facilities,44.42419477,-78.2815351,Long-Term & Chronic Care
Nursing and residential care facilities,45.44640676,-75.61084101,Long-Term & Chronic Care
Nursing and residential care facilities,43.00042548,-81.24860602,Long-Term & Chronic Care
Nursing and residential care facilities,46.5350635,-84.30335325,Long-Term & Chronic Care
Nursing and residential care facilities,45.35435184,-75.75821985,Long-Term & Chronic Care
Nursing and residential care facilities,43.63238897,-79.72791359,Long-Term & Chronic Care
Nursing and residential care facilities,45.37526254,-75.77907516,Long-Term & Chronic Care
Nursing and residential care facilities,43.89733765,-78.87514724,Long-Term & Chronic Care
Nursing and residential care facilities,44.29856245,-78.34564511,Long-Term & Chronic Care
Nursing and residential care facilities,43.96724219,-78.28414406,Long-Term & Chronic Care
Nursing and residential care facilities,42.67066023,-81.20881357,Long-Term & Chronic Care
Nursing and residential care facilities,43.80332132,-79.18867764,Long-Term & Chronic Care
Nursing and residential care facilities,43.76375641,-79.21012454,Long-Term & Chronic Care
Nursing and residential care facilities,42.24130106,-82.97743668,Long-Term & Chronic Care
Nursing and residential care facilities,43.1300249,-79.2583408,Long-Term & Chronic Care
Nursing and residential care facilities,45.35366004,-75.75058715,Long-Term & Chronic Care
Nursing and residential care facilities,42.28214117,-82.88283156,Long-Term & Chronic Care
Nursing and residential care facilities,48.47746467,-81.37922804,Long-Term & Chronic Care
Nursing and residential care facilities,47.4407208,-79.63014404,Long-Term & Chronic Care
Nursing and residential care facilities,46.5295084,-84.32443156,Long-Term & Chronic Care
Nursing and residential care facilities,45.35438354,-75.77592346,Long-Term & Chronic Care
Nursing and residential care facilities,46.47514368,-81.00771419,Long-Term & Chronic Care
Nursing and residential care facilities,46.5521221,-84.3119845,Long-Term & Chronic Care
Nursing and residential care facilities,45.30090253,-75.88533859,Specialized Care & Support Services
Nursing and residential care facilities,42.59425785,-82.41318124,Long-Term & Chronic Care
Nursing and residential care facilities,43.59791447,-79.52347352,Specialized Care & Support Services
Nursing and residential care facilities,44.32761635,-78.3181676,Long-Term & Chronic Care
Nursing and residential care facilities,44.31346333,-76.4650418,Long-Term & Chronic Care
Nursing and residential care facilities,45.32656618,-79.21252868,Long-Term & Chronic Care
Nursing and residential care facilities,43.87912064,-78.95110927,Long-Term & Chronic Care
Nursing and residential care facilities,45.2287855,-76.18998128,Long-Term & Chronic Care
Nursing and residential care facilities,43.3985564,-80.34314607,Long-Term & Chronic Care
Nursing and residential care facilities,43.64812078,-79.4285026,Long-Term & Chronic Care
Nursing and residential care facilities,43.3987288,-80.34534257,Specialized Care & Support Services
Nursing and residential care facilities,43.65401717,-79.7413989,Long-Term & Chronic Care
Ambulatory health care services,43.65860057,-79.72630969,Mental Health & Rehabilitation
Ambulatory health care services,43.54428713,-80.24364695,Mental Health & Rehabilitation
Ambulatory health care services,45.45712527,-75.49522137,Community & Primary Care
Ambulatory health care services,42.98807948,-81.26880582,Mental Health & Rehabilitation
Nursing and residential care facilities,43.66039509,-79.37858618,Specialized Care & Support Services
Ambulatory health care services,45.40313215,-75.73068205,Mental Health & Rehabilitation
Nursing and residential care facilities,43.9273918,-80.10041594,Mental Health & Rehabilitation
Nursing and residential care facilities,44.52846487,-78.73121905,Long-Term & Chronic Care
Nursing and residential care facilities,43.4358399,-80.4396966,Specialized Care & Support Services
Nursing and residential care facilities,42.877897,-82.135951,Long-Term & Chronic Care
Nursing and residential care facilities,43.76728591,-79.27793126,Long-Term & Chronic Care
Nursing and residential care facilities,43.66765829,-79.37508638,Mental Health & Rehabilitation
Nursing and residential care facilities,46.48424888,-80.92711026,Long-Term & Chronic Care
Nursing and residential care facilities,43.25314089,-79.8584936,Specialized Care & Support Services
Ambulatory health care services,43.70983,-79.33261657,Specialized Care & Support Services
Nursing and residential care facilities,43.42864339,-80.52997973,Long-Term & Chronic Care
Nursing and residential care facilities,45.31439133,-75.9096673,Long-Term & Chronic Care
Nursing and residential care facilities,43.70622009,-79.4252491,Specialized Care & Support Services
Nursing and residential care facilities,45.45881737,-75.5586327,Specialized Care & Support Services
Ambulatory health care services,48.60819408,-93.39290826,Community & Primary Care
Ambulatory health care services,48.62753689,-93.36073115,Mental Health & Rehabilitation
Ambulatory health care services,48.42360286,-89.27392277,Community & Primary Care
Nursing and residential care facilities,43.64665448,-79.39003029,Long-Term & Chronic Care
Nursing and residential care facilities,43.7205599,-79.30496586,Long-Term & Chronic Care
Ambulatory health care services,44.30605755,-78.3192866,Mental Health & Rehabilitation
Nursing and residential care facilities,43.7877523,-79.46946902,Specialized Care & Support Services
Nursing and residential care facilities,43.15692506,-80.25558282,Long-Term & Chronic Care
Nursing and residential care facilities,43.75346767,-80.08819742,Specialized Care & Support Services
Nursing and residential care facilities,44.33732175,-76.12701389,Specialized Care & Support Services
Nursing and residential care facilities,49.6848447,-83.67961927,Long-Term & Chronic Care
Nursing and residential care facilities,42.99062027,-79.22461408,Long-Term & Chronic Care
Nursing and residential care facilities,45.29369315,-75.22846107,Long-Term & Chronic Care
Nursing and residential care facilities,42.03083044,-82.59816325,Long-Term & Chronic Care
Nursing and residential care facilities,44.01223925,-77.14248949,Specialized Care & Support Services
Nursing and residential care facilities,43.66070949,-79.38355728,Mental Health & Rehabilitation
Ambulatory health care services,46.10621734,-80.62617992,Community & Primary Care
Nursing and residential care facilities,44.2012069,-77.0375329,Long-Term & Chronic Care
Ambulatory health care services,43.69622638,-79.7472506,Mental Health & Rehabilitation
Nursing and residential care facilities,44.342364,-78.747889,Long-Term & Chronic Care
Nursing and residential care facilities,43.66633069,-79.37402148,Long-Term & Chronic Care
Nursing and residential care facilities,44.56029767,-80.92589916,Mental Health & Rehabilitation
Nursing and residential care facilities,43.18091791,-79.2490312,Long-Term & Chronic Care
Nursing and residential care facilities,43.60195707,-79.49680752,Long-Term & Chronic Care
Nursing and residential care facilities,45.30976033,-75.9009793,Long-Term & Chronic Care
Nursing and residential care facilities,45.09946782,-75.22728616,Specialized Care & Support Services
Nursing and residential care facilities,45.36233335,-80.03838435,Specialized Care & Support Services
Nursing and residential care facilities,42.88836551,-80.14081206,Long-Term & Chronic Care
Nursing and residential care facilities,42.90403357,-78.92909258,Specialized Care & Support Services
Nursing and residential care facilities,45.43785466,-75.68321333,Long-Term & Chronic Care
Ambulatory health care services,44.47448562,-77.31669239,Community & Primary Care
Nursing and residential care facilities,44.74034089,-81.12803284,Long-Term & Chronic Care
Nursing and residential care facilities,42.98820377,-79.25069868,Mental Health & Rehabilitation
Ambulatory health care services,43.65124129,-79.37027698,Mental Health & Rehabilitation
Nursing and residential care facilities,43.67398969,-79.40582219,Mental Health & Rehabilitation
Ambulatory health care services,44.4116603,-79.66675384,Community & Primary Care
Ambulatory health care services,44.50108939,-80.20516252,Community & Primary Care
Nursing and residential care facilities,44.56929937,-80.92272196,Long-Term & Chronic Care
Nursing and residential care facilities,44.76796585,-79.91976266,Long-Term & Chronic Care
Ambulatory health care services,44.304694,-79.361197,Community & Primary Care
Ambulatory health care services,45.43220386,-75.69601434,Mental Health & Rehabilitation
Nursing and residential care facilities,43.78638301,-79.4118822,Mental Health & Rehabilitation
Nursing and residential care facilities,43.88515973,-81.31294852,Specialized Care & Support Services
Nursing and residential care facilities,42.92080238,-78.91490397,Long-Term & Chronic Care
Nursing and residential care facilities,45.39876525,-75.68635693,Long-Term & Chronic Care
Nursing and residential care facilities,43.91589256,-78.68988509,Long-Term & Chronic Care
Nursing and residential care facilities,43.91212066,-78.67361278,Long-Term & Chronic Care
Nursing and residential care facilities,45.02603103,-74.68347497,Long-Term & Chronic Care
Ambulatory health care services,45.14418886,-74.50269842,Community & Primary Care
Nursing and residential care facilities,43.81983661,-79.40361491,Specialized Care & Support Services
Nursing and residential care facilities,43.72853959,-81.70948703,Specialized Care & Support Services
Nursing and residential care facilities,44.98706902,-81.25537981,Long-Term & Chronic Care
Nursing and residential care facilities,48.48606627,-81.34352493,Long-Term & Chronic Care
Nursing and residential care facilities,43.9744937,-78.19501703,Long-Term & Chronic Care
Nursing and residential care facilities,42.93481642,-80.29271571,Specialized Care & Support Services
Nursing and residential care facilities,44.12413954,-77.78791971,Specialized Care & Support Services
Nursing and residential care facilities,43.4042795,-80.35454667,Long-Term & Chronic Care
Nursing and residential care facilities,44.15888285,-79.84546178,Specialized Care & Support Services
Hospitals,49.037872,-122.312854,Specialized Care & Support Services
Nursing and residential care facilities,42.759489,-81.173799,Specialized Care & Support Services
Nursing and residential care facilities,43.67333259,-79.40135009,Mental Health & Rehabilitation
Nursing and residential care facilities,45.44025126,-75.68767054,Specialized Care & Support Services
Nursing and residential care facilities,43.65294337,-79.7414379,Long-Term & Chronic Care
Nursing and residential care facilities,43.21147629,-79.84709659,Long-Term & Chronic Care
Ambulatory health care services,43.3099406,-81.7502814,Community & Primary Care
Nursing and residential care facilities,43.4255623,-80.4130265,Long-Term & Chronic Care
Nursing and residential care facilities,42.97086368,-81.24181941,Specialized Care & Support Services
Ambulatory health care services,43.38142249,-80.31935576,Community & Primary Care
Nursing and residential care facilities,42.90834644,-79.6340154,Long-Term & Chronic Care
Nursing and residential care facilities,43.38918,-80.28204865,Specialized Care & Support Services
Nursing and residential care facilities,45.26988372,-75.90499269,Long-Term & Chronic Care
Nursing and residential care facilities,44.9106018,-79.36804549,Specialized Care & Support Services
Ambulatory health care services,47.49941201,-79.69553097,Community & Primary Care
Nursing and residential care facilities,46.54935421,-84.31709876,Specialized Care & Support Services
Ambulatory health care services,45.29303723,-75.74235664,Community & Primary Care
Ambulatory health care services,49.7233494,-86.95696565,Community & Primary Care
Nursing and residential care facilities,43.736373,-79.34886588,Specialized Care & Support Services
Nursing and residential care facilities,43.56395956,-79.56964054,Specialized Care & Support Services
Nursing and residential care facilities,43.69217287,-79.76373531,Specialized Care & Support Services
Nursing and residential care facilities,43.38294686,-80.97615776,Long-Term & Chronic Care
Ambulatory health care services,44.56018467,-80.92544046,Mental Health & Rehabilitation
Nursing and residential care facilities,48.4418999,-123.343,Long-Term & Chronic Care
Ambulatory health care services,44.57653957,-80.94024697,Community & Primary Care
Nursing and residential care facilities,44.31396564,-80.64029685,Long-Term & Chronic Care
Nursing and residential care facilities,43.0883215,-79.13431826,Specialized Care & Support Services
Nursing and residential care facilities,45.48151172,-76.69696907,Long-Term & Chronic Care
Ambulatory health care services,43.54778153,-80.25146465,Community & Primary Care
Ambulatory health care services,43.54602733,-80.24841155,Community & Primary Care
Nursing and residential care facilities,44.02513295,-77.13549939,Long-Term & Chronic Care
Nursing and residential care facilities,43.65437708,-79.45149351,Mental Health & Rehabilitation
Ambulatory health care services,47.438445,-79.63182464,Community & Primary Care
Ambulatory health care services,42.95989873,-80.05228964,Community & Primary Care
Ambulatory health care services,42.8431732,-80.32437671,Mental Health & Rehabilitation
Ambulatory health care services,42.8480811,-80.30364261,Community & Primary Care
Nursing and residential care facilities,42.90354584,-79.61700779,Mental Health & Rehabilitation
Ambulatory health care services,45.03901766,-78.52815703,Community & Primary Care
Hospitals,44.9250073,-78.7316832,Acute Care & Hospitals
Ambulatory health care services,44.91797433,-78.72235679,Mental Health & Rehabilitation
Ambulatory health care services,43.96823949,-78.28561196,Community & Primary Care
Nursing and residential care facilities,43.99421064,-77.1810053,Long-Term & Chronic Care
Ambulatory health care services,43.65089776,-79.90095305,Mental Health & Rehabilitation
Ambulatory health care services,43.25118819,-79.83462369,Mental Health & Rehabilitation
Nursing and residential care facilities,43.24791349,-79.8504795,Long-Term & Chronic Care
Nursing and residential care facilities,43.238389,-79.917184,Long-Term & Chronic Care
Hospitals,43.24514479,-79.83712249,Acute Care & Hospitals
Hospitals,43.26011899,-79.89768341,Acute Care & Hospitals
Ambulatory health care services,43.25750229,-79.87474961,Community & Primary Care
Ambulatory health care services,43.25533609,-79.8684934,Mental Health & Rehabilitation
Ambulatory health care services,43.25786669,-79.8711221,Community & Primary Care
Ambulatory health care services,43.25759679,-79.8649483,Specialized Care & Support Services
Nursing and residential care facilities,43.90732536,-80.86075748,Specialized Care & Support Services
Nursing and residential care facilities,44.49438613,-81.3729198,Specialized Care & Support Services
Nursing and residential care facilities,43.3054339,-79.8554984,Long-Term & Chronic Care
Nursing and residential care facilities,44.56423637,-80.94598097,Specialized Care & Support Services
Nursing and residential care facilities,44.15991379,-81.01744915,Long-Term & Chronic Care
Ambulatory health care services,44.14187529,-81.02931555,Community & Primary Care
Ambulatory health care services,43.25917413,-81.15198121,Community & Primary Care
Nursing and residential care facilities,43.73120259,-81.70494283,Specialized Care & Support Services
Ambulatory health care services,48.42137156,-89.27180407,Community & Primary Care
Nursing and residential care facilities,43.0876862,-80.3068167,Long-Term & Chronic Care
Nursing and residential care facilities,43.92292826,-78.80593782,Specialized Care & Support Services
Hospitals,54.588366,-112.801974,Acute Care & Hospitals
Nursing and residential care facilities,43.94184456,-78.83499383,Specialized Care & Support Services
Nursing and residential care facilities,43.7205599,-79.30496586,Long-Term & Chronic Care
Nursing and residential care facilities,43.69821459,-79.46978092,Specialized Care & Support Services
Ambulatory health care services,42.03085103,-82.92295145,Community & Primary Care
Nursing and residential care facilities,42.02966893,-82.92051825,Specialized Care & Support Services
Nursing and residential care facilities,42.85929058,-80.70325263,Specialized Care & Support Services
Ambulatory health care services,44.18671277,-77.39169699,Community & Primary Care
Nursing and residential care facilities,45.0550849,-77.86421482,Long-Term & Chronic Care
Nursing and residential care facilities,44.14751276,-77.41249679,Long-Term & Chronic Care
Nursing and residential care facilities,43.75755779,-79.68888879,Long-Term & Chronic Care
Nursing and residential care facilities,43.7562352,-79.52146844,Long-Term & Chronic Care
Nursing and residential care facilities,45.27115462,-75.9329051,Specialized Care & Support Services
Nursing and residential care facilities,43.67320579,-79.39543479,Specialized Care & Support Services
Nursing and residential care facilities,43.920509,-80.072243,Long-Term & Chronic Care
Ambulatory health care services,43.88472803,-79.23194586,Community & Primary Care
Hospitals,46.4918343,-80.9921781,Mental Health & Rehabilitation
Ambulatory health care services,42.968175,-81.206594,Community & Primary Care
Ambulatory health care services,43.1067413,-79.06999624,Mental Health & Rehabilitation
Nursing and residential care facilities,45.03336123,-74.73229849,Long-Term & Chronic Care
Nursing and residential care facilities,43.18068401,-79.2546439,Specialized Care & Support Services
Nursing and residential care facilities,43.19665771,-79.251902,Long-Term & Chronic Care
Nursing and residential care facilities,44.22539531,-76.66374476,Specialized Care & Support Services
Nursing and residential care facilities,43.67679399,-79.430342,Long-Term & Chronic Care
Nursing and residential care facilities,43.74876471,-79.27408486,Long-Term & Chronic Care
Nursing and residential care facilities,43.04540679,-81.21472021,Long-Term & Chronic Care
Nursing and residential care facilities,42.58796186,-82.18427927,Specialized Care & Support Services
Nursing and residential care facilities,43.19352179,-79.78959737,Long-Term & Chronic Care
Nursing and residential care facilities,43.19303418,-79.79094197,Specialized Care & Support Services
Nursing and residential care facilities,45.03177703,-74.768573,Specialized Care & Support Services
Nursing and residential care facilities,43.49214642,-80.17916512,Specialized Care & Support Services
Nursing and residential care facilities,43.57761356,-79.61660025,Specialized Care & Support Services
Nursing and residential care facilities,45.51589681,-74.6525039,Specialized Care & Support Services
Nursing and residential care facilities,45.03161243,-74.7622221,Specialized Care & Support Services
Nursing and residential care facilities,43.37994,-79.801331,Specialized Care & Support Services
Nursing and residential care facilities,43.69075054,-80.42694572,Specialized Care & Support Services
Nursing and residential care facilities,42.31721678,-82.89932307,Long-Term & Chronic Care
Ambulatory health care services,43.80724932,-79.28926847,Community & Primary Care
Nursing and residential care facilities,43.209027,-79.983869,Specialized Care & Support Services
Nursing and residential care facilities,43.70112555,-80.3684367,Specialized Care & Support Services
Nursing and residential care facilities,43.43474169,-80.51927753,Specialized Care & Support Services
Nursing and residential care facilities,45.03824146,-78.52941943,Long-Term & Chronic Care
Nursing and residential care facilities,42.9837115,-81.299224,Specialized Care & Support Services
Nursing and residential care facilities,43.37245359,-80.42376089,Specialized Care & Support Services
Nursing and residential care facilities,44.75357305,-79.87963994,Long-Term & Chronic Care
Nursing and residential care facilities,45.37622944,-75.75281145,Long-Term & Chronic Care
Nursing and residential care facilities,43.91384855,-78.86330374,Long-Term & Chronic Care
Nursing and residential care facilities,43.91500165,-78.86454214,Long-Term & Chronic Care
Nursing and residential care facilities,44.30601757,-77.79558323,Specialized Care & Support Services
Nursing and residential care facilities,43.4245342,-81.0983168,Long-Term & Chronic Care
Nursing and residential care facilities,46.37822187,-82.6490677,Specialized Care & Support Services
Nursing and residential care facilities,43.53553652,-80.38805569,Specialized Care & Support Services
Nursing and residential care facilities,44.90918586,-75.83453904,Long-Term & Chronic Care
Nursing and residential care facilities,48.38712316,-89.27025117,Long-Term & Chronic Care
Nursing and residential care facilities,43.65838018,-79.4432376,Mental Health & Rehabilitation
Hospitals,43.5573791,-80.2567498,Mental Health & Rehabilitation
Ambulatory health care services,43.80724932,-79.28926847,Mental Health & Rehabilitation
Nursing and residential care facilities,43.41330933,-79.73311187,Mental Health & Rehabilitation
Nursing and residential care facilities,43.95459039,-78.28837976,Long-Term & Chronic Care
Nursing and residential care facilities,42.99038528,-81.29188703,Specialized Care & Support Services
Hospitals,49.212827,-84.774059,Long-Term & Chronic Care
Hospitals,43.657374,-79.387437,Acute Care & Hospitals
Nursing and residential care facilities,42.26334796,-83.00722799,Mental Health & Rehabilitation
Nursing and residential care facilities,45.54524319,-75.29106901,Specialized Care & Support Services
Nursing and residential care facilities,43.4727515,-80.52391663,Mental Health & Rehabilitation
Nursing and residential care facilities,42.28144927,-83.05908801,Mental Health & Rehabilitation
Nursing and residential care facilities,43.72809588,-79.7407139,Specialized Care & Support Services
Nursing and residential care facilities,43.66279568,-79.4215129,Mental Health & Rehabilitation
Nursing and residential care facilities,42.26072459,-82.42339301,Specialized Care & Support Services
Ambulatory health care services,43.7633868,-79.48950763,Community & Primary Care
Hospitals,43.72377199,-79.48937432,Mental Health & Rehabilitation
Hospitals,43.754503,-79.526393,Acute Care & Hospitals
Nursing and residential care facilities,43.72717599,-79.59650396,Long-Term & Chronic Care
Nursing and residential care facilities,45.35522785,-75.64663482,Specialized Care & Support Services
Ambulatory health care services,43.55055027,-81.38675221,Community & Primary Care
Ambulatory health care services,43.59819557,-81.53131266,Community & Primary Care
Nursing and residential care facilities,42.25323436,-83.0236891,Long-Term & Chronic Care
Ambulatory health care services,44.55648523,-79.65742825,Community & Primary Care
Nursing and residential care facilities,44.74870115,-79.88900505,Mental Health & Rehabilitation
Nursing and residential care facilities,43.73846151,-81.25635699,Long-Term & Chronic Care
Nursing and residential care facilities,43.5981871,-81.5313086,Long-Term & Chronic Care
Nursing and residential care facilities,44.92594814,-78.72985369,Long-Term & Chronic Care
Hospitals,45.31256166,-75.08610963,Mental Health & Rehabilitation
Nursing and residential care facilities,44.774881,-79.929456,Long-Term & Chronic Care
Nursing and residential care facilities,43.23618909,-79.91485732,Long-Term & Chronic Care
Nursing and residential care facilities,42.17030086,-82.82364113,Long-Term & Chronic Care
Nursing and residential care facilities,43.66526317,-79.7554343,Specialized Care & Support Services
Nursing and residential care facilities,43.705765,-79.27714255,Long-Term & Chronic Care
Ambulatory health care services,43.03811541,-80.8816683,Community & Primary Care
Ambulatory health care services,43.65289989,-79.37610058,Community & Primary Care
Nursing and residential care facilities,42.95800837,-81.26640392,Specialized Care & Support Services
Nursing and residential care facilities,44.3686217,-79.68736455,Long-Term & Chronic Care
Ambulatory health care services,48.76906815,-80.68543285,Community & Primary Care
Nursing and residential care facilities,43.07299235,-80.11640017,Long-Term & Chronic Care
Nursing and residential care facilities,43.70000099,-79.39254279,Long-Term & Chronic Care
Nursing and residential care facilities,44.29305727,-77.80340983,Specialized Care & Support Services
Nursing and residential care facilities,45.43259743,-76.34723725,Specialized Care & Support Services
Nursing and residential care facilities,53.1092291,-114.4712943,Long-Term & Chronic Care
Nursing and residential care facilities,43.63771778,-79.50673762,Long-Term & Chronic Care
Nursing and residential care facilities,43.1753695,-79.50264198,Specialized Care & Support Services
Nursing and residential care facilities,43.9639789,-78.15720372,Specialized Care & Support Services
Ambulatory health care services,43.758747,-79.51881,Community & Primary Care
